gene_id,mouse_symbol,human_symbol,pooled_log2FC,pvalue,padj,direction,I2,k,n_studies_up,n_studies_down,core
ENSMUSG00000022180,Slc7a8,SLC7A8,0.14446744304705328,0.03432873204499338,0.9999945021158422,up,51.404596491986766,11,8,3,FALSE
ENSMUSG00000002885,Adgre5,CD97,-0.14431736860013775,0.027912729852754937,0.9999945021158422,down,61.1396209702958,11,1,10,FALSE
ENSMUSG00000020437,Myo1g,MYO1G,-0.14423237467251712,0.04800131583224057,0.9999945021158422,down,64.78432076635163,11,3,8,FALSE
ENSMUSG00000044783,A730008H23Rik,NA,-0.14379487715323916,0.006448784751380503,0.9999945021158422,down,40.118491624458954,11,2,9,FALSE
ENSMUSG00000029338,Antxr2,ANTXR2,0.14348189454512214,0.012893686065937148,0.9999945021158422,up,58.45456949238602,11,9,2,FALSE
ENSMUSG00000036158,Prickle1,PRICKLE1,-0.1409820287221944,0.03316863461229267,0.9999945021158422,down,72.64207786303984,11,1,10,FALSE
ENSMUSG00000000934,Top1mt,TOP1MT,0.14095019600020023,0.029837274047967696,0.9999945021158422,up,66.0359483095996,11,8,3,FALSE
ENSMUSG00000056602,Fry,FRY,0.14073750622550327,0.0406323806634746,0.9999945021158422,up,64.35737133452385,11,8,3,FALSE
ENSMUSG00000109179,Wdr97,NA,-0.13990932739917827,0.03165834604155434,0.9999945021158422,down,56.63470145165557,11,2,9,FALSE
ENSMUSG00000028007,Snx7,SNX7,0.1398203191389083,0.005113414458359215,0.9999945021158422,up,40.278502937261514,11,9,2,FALSE
ENSMUSG00000030922,Lyrm1,LYRM1,0.13975301463176992,0.025747567226547793,0.9999945021158422,up,48.32369718190061,11,9,2,FALSE
ENSMUSG00000011960,Ccnt1,CCNT1,-0.1391479049646049,0.010654020601983087,0.9999945021158422,down,78.02233013968547,11,3,8,FALSE
ENSMUSG00000020635,Fkbp1b,FKBP1B,0.13876829211343514,0.04824562166482518,0.9999945021158422,up,36.567372238369934,10,8,2,FALSE
ENSMUSG00000037754,Ppp1r16b,PPP1R16B,-0.13853972956962204,6.8169848076575e-4,0.9999945021158422,down,12.110311862573454,11,1,10,FALSE
ENSMUSG00000002797,Ggct,GGCT,0.13852242661450803,0.02476238717664783,0.9999945021158422,up,64.41520521099768,11,8,3,FALSE
ENSMUSG00000002222,Rmnd5a,RMND5A,-0.13831045254587038,0.02772577287802307,0.9999945021158422,down,72.80072643724404,11,3,8,FALSE
ENSMUSG00000005370,Msh6,MSH6,-0.13820148521714276,0.03870532043970675,0.9999945021158422,down,72.88760355892566,11,1,10,FALSE
ENSMUSG00000001166,Oas1c,NA,0.1381874163997472,0.034486345088496205,0.9999945021158422,up,66.30042290864502,11,9,2,FALSE
ENSMUSG00000063455,D630045J12Rik,KIAA1549,0.13688215884584995,0.041946213632763546,0.9999945021158422,up,41.984915019725804,11,8,3,FALSE
ENSMUSG00000037458,Azin1,AZIN1,-0.136760165259459,0.006973675295610977,0.9999945021158422,down,48.26912560750526,11,3,8,FALSE
ENSMUSG00000096054,Syne1,SYNE1,0.13623363406241945,2.054394408699399e-4,0.9999945021158422,up,0.02588366108608008,11,9,2,FALSE
ENSMUSG00000063077,Kif1b,KIF1B,0.136137681358462,0.03869223828315332,0.9999945021158422,up,68.64706277759186,11,10,1,FALSE
ENSMUSG00000057236,Rbbp4,RBBP4,-0.1360109803338956,0.035915430674069694,0.9999945021158422,down,79.42417279285586,11,3,8,FALSE
ENSMUSG00000078185,Chml,CHML,-0.13581428941746654,0.03462091630397397,0.9999945021158422,down,73.91124840105701,11,3,8,FALSE
ENSMUSG00000078851,H2ac25,HIST3H2A,-0.13579628090723558,0.03421205850305508,0.9999945021158422,down,62.482626815575635,11,0,11,FALSE
ENSMUSG00000057706,Mex3b,MEX3B,-0.13548478777307324,0.025698214400970417,0.9999945021158422,down,43.49924818602637,11,2,9,FALSE
ENSMUSG00000091931,Gon7,C14orf142,-0.13469669230927378,0.034286727949170946,0.9999945021158422,down,70.26347722005757,11,2,9,FALSE
ENSMUSG00000033565,Rbfox2,RBFOX2,0.13442022724175626,0.008730320853567234,0.9999945021158422,up,42.63354631198492,11,9,2,FALSE
ENSMUSG00000097101,1810034E14Rik,NA,0.13395410140879158,0.006850489644743093,0.9999945021158422,up,36.63919017054222,11,9,2,FALSE
ENSMUSG00000023393,Slc17a9,SLC17A9,0.13321413512234845,0.026852429266876535,0.9999945021158422,up,54.495516594731114,11,8,3,FALSE
ENSMUSG00000001482,Def8,DEF8,0.13308414395063145,0.033536286876956624,0.9999945021158422,up,78.15388771898745,11,9,2,FALSE
ENSMUSG00000050555,Hyls1,HYLS1,-0.13176798303757145,0.0401138895196767,0.9999945021158422,down,63.236565370054336,11,3,8,FALSE
ENSMUSG00000091721,Gimd1,GIMD1,0.13173065686470287,0.04570419531963629,0.9999945021158422,up,2.017364044693527,8,7,1,FALSE
ENSMUSG00000018654,Ikzf1,IKZF1,-0.13152081569570992,0.04017843828674835,0.9999945021158422,down,67.30626278524588,11,2,9,FALSE
ENSMUSG00000020758,Itgb4,ITGB4,0.1310503453670573,0.03684864715276276,0.9999945021158422,up,29.134128127927433,11,9,2,FALSE
ENSMUSG00000004105,Angptl2,ANGPTL2,-0.1307273746327683,0.020164653792153375,0.9999945021158422,down,49.53697556117254,11,3,8,FALSE
ENSMUSG00000038872,Zfhx3,ZFHX3,0.13072135935046675,0.03000062612839736,0.9999945021158422,up,55.8803687480151,11,8,3,FALSE
ENSMUSG00000032244,Fem1b,FEM1B,-0.13032147926301807,0.021954210932104694,0.9999945021158422,down,81.58934505589933,11,3,8,FALSE
ENSMUSG00000034308,Sdr42e1,SDR42E1,0.12967923531303518,0.04319465657749286,0.9999945021158422,up,63.53034872432489,11,8,3,FALSE
ENSMUSG00000078789,Dph1,DPH1,0.1291582107658065,0.04346354528200395,0.9999945021158422,up,72.28435790217279,11,9,2,FALSE
ENSMUSG00000038527,C1rl,C1RL,0.12891407363110308,0.03540253363067755,0.9999945021158422,up,67.47115511775588,11,9,2,FALSE
ENSMUSG00000072825,Cep170b,CEP170B,0.1283384391508462,0.037507661676630485,0.9999945021158422,up,51.7657596107071,11,8,3,FALSE
ENSMUSG00000056671,Prelid2,PRELID2,0.12822646168931406,0.03005530699394911,0.9999945021158422,up,35.808536801899656,11,9,2,FALSE
ENSMUSG00000068036,Afdn,MLLT4,0.12811302945811287,0.0013385873205156056,0.9999945021158422,up,30.912374857025007,11,8,3,FALSE
ENSMUSG00000029432,Nipsnap2,GBAS,0.12810241588366064,0.03516940865873665,0.9999945021158422,up,59.22171579031735,11,9,2,FALSE
ENSMUSG00000031976,Urb2,URB2,-0.12809380765394848,0.01201606818789173,0.9999945021158422,down,64.04828535022043,11,2,9,FALSE
ENSMUSG00000090946,Ccdc71l,CCDC71L,-0.12757440132066453,0.001837767792827148,0.9999945021158422,down,43.946954351623425,11,2,9,FALSE
ENSMUSG00000043065,Spice1,SPICE1,-0.12752111766112811,0.037007376939719644,0.9999945021158422,down,78.19245703810176,11,2,9,FALSE
ENSMUSG00000039478,Micu3,MICU3,0.1274275256329482,0.03485244023580654,0.9999945021158422,up,53.1919652899055,11,9,2,FALSE
ENSMUSG00000066894,Vsig10,VSIG10,0.12724587310694227,0.028079922570587834,0.9999945021158422,up,39.67813463625205,11,9,2,FALSE
ENSMUSG00000039985,Sinhcaf,FAM60A,-0.12698143630588682,0.048054212659115046,0.9999945021158422,down,62.9887151152147,11,2,9,FALSE
ENSMUSG00000026999,Nup35,NUP35,-0.126854710473384,0.0391750381353455,0.9999945021158422,down,65.57918721134071,11,2,9,FALSE
ENSMUSG00000095123,NA,NA,-0.12663494395477326,0.03749084584874755,0.9999945021158422,down,53.840183943175234,11,2,9,FALSE
ENSMUSG00000097177,9330159M07Rik,NA,0.12636916411447177,0.040476546990795,0.9999945021158422,up,56.122764705185276,11,9,2,FALSE
ENSMUSG00000024054,Smchd1,SMCHD1,-0.12595083261042442,0.041684695868624715,0.9999945021158422,down,82.14367304649981,11,2,9,FALSE
ENSMUSG00000028556,Dock7,DOCK7,0.1259361524092912,0.04597019598209302,0.9999945021158422,up,65.9778505975655,11,8,3,FALSE
ENSMUSG00000029201,Ugdh,UGDH,0.12573159219345995,0.010588741273547234,0.9999945021158422,up,53.62643584001095,11,9,2,FALSE
ENSMUSG00000004221,Ikbkg,IKBKG,0.125582618439867,0.04470874717006853,0.9999945021158422,up,76.35743542846224,11,9,2,FALSE
ENSMUSG00000115222,NA,NA,-0.12556889845917762,0.016913927612292275,0.9999945021158422,down,32.20622586869708,11,3,8,FALSE
ENSMUSG00000042302,Ehbp1,EHBP1,0.12498274750699978,0.001459679647495089,0.9999945021158422,up,3.466568199059065e-4,11,8,3,FALSE
ENSMUSG00000023169,Slc38a1,SLC38A1,-0.12452725876360389,0.006824514145866911,0.9999945021158422,down,26.809934476120684,11,2,9,FALSE
ENSMUSG00000025602,Zfp202,ZNF202,0.12423824293505062,0.029820426628009874,0.9999945021158422,up,54.077221386621176,11,8,3,FALSE
ENSMUSG00000045658,Pid1,PID1,0.12415017141537202,0.010633261095722433,0.9999945021158422,up,49.08572872431491,11,9,2,FALSE
ENSMUSG00000038712,Mindy1,FAM63A,0.12355311484390497,0.011873412135048972,0.9999945021158422,up,67.74198309998712,11,9,2,FALSE
ENSMUSG00000019189,Rnf145,RNF145,-0.12343552002199373,0.028124971278403244,0.9999945021158422,down,69.01928278350182,11,2,9,FALSE
ENSMUSG00000038291,Snx25,SNX25,-0.12278495192345805,0.0021902256901051857,0.9999945021158422,down,56.32562571414773,11,3,8,FALSE
ENSMUSG00000031971,Ccsap,CCSAP,-0.12275986555362538,0.040043684617004686,0.9999945021158422,down,44.924649974176724,11,2,9,FALSE
ENSMUSG00000051977,Prdm9,PRDM9,0.12257401193920617,0.033635357011037814,0.9999945021158422,up,58.95580421035868,11,8,3,FALSE
ENSMUSG00000061759,Armt1,C6orf211,-0.12198819278576817,0.00502841188897749,0.9999945021158422,down,55.36598758900146,11,2,9,FALSE
ENSMUSG00000031101,Sash3,SASH3,-0.12173076971751584,0.027910022035495995,0.9999945021158422,down,31.18393082519657,11,2,9,FALSE
ENSMUSG00000074909,Ranbp6,RANBP6,-0.12124988837983469,0.025681394939430387,0.9999945021158422,down,68.90028649999334,11,3,8,FALSE
ENSMUSG00000017386,Traf4,TRAF4,-0.12117394442193706,0.016179936769290654,0.9999945021158422,down,45.905095723330774,11,3,8,FALSE
ENSMUSG00000118239,NA,NA,-0.12107819443685455,0.041946060201099845,0.9999945021158422,down,46.42018374624183,11,1,10,FALSE
ENSMUSG00000101013,A630072M18Rik,NA,-0.1207851476906511,0.029128312991504934,0.9999945021158422,down,56.51145301425539,11,2,9,FALSE
ENSMUSG00000039616,Mocos,MOCOS,0.12057761378205367,0.006415718673447059,0.9999945021158422,up,33.84690484055438,11,9,2,FALSE
ENSMUSG00000053580,Tanc2,TANC2,0.12005571920212277,0.007237408199093769,0.9999945021158422,up,33.336987039159595,11,9,2,FALSE
ENSMUSG00000022607,Ptk2,PTK2,0.12003832348215307,0.011167260537624828,0.9999945021158422,up,68.14055563231021,11,9,2,FALSE
ENSMUSG00000040820,Hlcs,HLCS,0.11941966375125249,0.04398694458307923,0.9999945021158422,up,74.17076317502352,11,8,3,FALSE
ENSMUSG00000048234,Rnf149,RNF149,0.11933925729643335,0.0383046400814483,0.9999945021158422,up,75.46349772681027,11,9,2,FALSE
ENSMUSG00000027602,Map1lc3a,MAP1LC3A,0.1192937061707122,0.044760873763759784,0.9999945021158422,up,41.3824693049595,11,9,2,FALSE
ENSMUSG00000064367,ND5,ND5,0.11888572268995679,0.025063052183000607,0.9999945021158422,up,20.204020265235243,11,9,2,FALSE
ENSMUSG00000020515,Cnot8,CNOT8,-0.11886718766488409,0.014104263030100646,0.9999945021158422,down,63.311601764458985,11,3,8,FALSE
ENSMUSG00000071708,Sms,SMS,-0.11873909151554504,0.047500986898005665,0.9999945021158422,down,65.9357959476042,11,2,9,FALSE
ENSMUSG00000060657,Marf1,KIAA0430,-0.11869670967773689,0.019789683882893358,0.9999945021158422,down,69.29310547056483,11,3,8,FALSE
ENSMUSG00000050379,Septin6,SEPT6,-0.11755600638340255,0.029360283948543144,0.9999945021158422,down,46.94056657658239,11,2,9,FALSE
ENSMUSG00000028291,Akirin2,AKIRIN2,-0.11687400963542152,0.009419040707614968,0.9999945021158422,down,65.68992597512909,11,3,8,FALSE
ENSMUSG00000021009,Ptpn21,PTPN21,0.11657370083461072,8.467321342131452e-4,0.9999945021158422,up,0.00601748753383412,11,9,2,FALSE
ENSMUSG00000025078,Nhlrc2,NHLRC2,-0.11645277450057494,3.699991830712367e-4,0.9999945021158422,down,45.07821961885782,11,2,9,FALSE
ENSMUSG00000028278,Rragd,RRAGD,-0.11635240706364702,0.025060388038153296,0.9999945021158422,down,32.75545771734311,11,3,8,FALSE
ENSMUSG00000025355,Mmp19,MMP19,0.11610914479187226,0.013536190499671039,0.9999945021158422,up,31.260027370267668,11,9,2,FALSE
ENSMUSG00000020063,Sirt1,SIRT1,-0.11585829404337811,0.009090523943898308,0.9999945021158422,down,62.72112367096671,11,3,8,FALSE
ENSMUSG00000049969,Plekhf2,PLEKHF2,-0.11484792792878343,0.01626303635367858,0.9999945021158422,down,62.97313127345588,11,3,8,FALSE
ENSMUSG00000026078,Pdcl3,PDCL3,0.11452152320317589,0.04174316386603576,0.9999945021158422,up,72.70851022189967,11,10,1,FALSE
ENSMUSG00000044795,Cyb5d1,CYB5D1,-0.11403716455697425,0.033405626588827994,0.9999945021158422,down,61.59624297388384,11,3,8,FALSE
ENSMUSG00000019851,Perp,PERP,0.11316868306669445,0.024899821486684206,0.9999945021158422,up,38.61397470108146,11,9,2,FALSE
ENSMUSG00000028161,Ppp3ca,PPP3CA,0.1130365534781935,0.024521907030651307,0.9999945021158422,up,65.19352685207758,11,9,2,FALSE
ENSMUSG00000032497,Lrrfip2,NA,0.1127743746860126,3.456751758358328e-5,0.7339893846110156,up,0.011488713679689799,11,9,2,FALSE
ENSMUSG00000040855,Reps2,REPS2,0.11242123272654758,0.04306731266995342,0.9999945021158422,up,58.02288020243321,11,9,2,FALSE
ENSMUSG00000000134,Tfe3,TFE3,0.11230670460403798,0.007806520218128889,0.9999945021158422,up,27.793136007005195,11,8,3,FALSE
ENSMUSG00000038349,Plcl1,PLCL1,-0.11228653801059386,0.02773604729749169,0.9999945021158422,down,39.01283622702488,11,2,9,FALSE
ENSMUSG00000028088,Fmo5,FMO5,0.1121827339688621,0.024558841995774173,0.9999945021158422,up,41.25420376724974,11,9,2,FALSE
ENSMUSG00000020592,Sdc1,SDC1,0.11207842832581118,0.04854912775128112,0.9999945021158422,up,48.05081033036349,11,9,2,FALSE
ENSMUSG00000039231,Suv39h1,SUV39H1,-0.11206735648283997,0.018305535680906777,0.9999945021158422,down,55.94282076578751,11,3,8,FALSE
ENSMUSG00000029821,Gsdme,DFNA5,0.11179212974236924,0.008603522803783284,0.9999945021158422,up,0.014722575787576271,11,8,3,FALSE
ENSMUSG00000039234,Sec24d,SEC24D,0.11080447102219328,0.048387357760725634,0.9999945021158422,up,56.41589383895147,11,9,2,FALSE
ENSMUSG00000052926,Rnaseh2a,RNASEH2A,-0.11047653579879935,0.005643678034492318,0.9999945021158422,down,32.53224580984141,11,2,9,FALSE
ENSMUSG00000020802,Ube2o,UBE2O,0.11018669000401367,0.02863736733704214,0.9999945021158422,up,23.749347088740915,11,8,3,FALSE
ENSMUSG00000020053,Igf1,IGF1,0.11018045170190782,0.04537438847151752,0.9999945021158422,up,50.32453451077531,11,8,3,FALSE
ENSMUSG00000054720,Lrrc8c,LRRC8C,-0.11015293089720578,0.008909556439376218,0.9999945021158422,down,35.43787381721337,11,3,8,FALSE
ENSMUSG00000021279,Cdc42bpb,CDC42BPB,0.11014198728328738,0.031936958036729794,0.9999945021158422,up,39.03890225767481,11,9,2,FALSE
ENSMUSG00000066148,Prpf4,PRPF4,-0.10973103814896916,0.003987191382013272,0.9999945021158422,down,54.624709672762364,11,2,9,FALSE
ENSMUSG00000053907,Mat2a,MAT2A,-0.10941351731581163,0.018375695971253176,0.9999945021158422,down,51.03880316309978,11,1,10,FALSE
ENSMUSG00000059486,Kbtbd2,KBTBD2,-0.10905171548537056,0.03391551237883265,0.9999945021158422,down,73.0398118589352,11,3,8,FALSE
ENSMUSG00000038880,Mrps34,MRPS34,0.10857916535415417,0.012073539992947625,0.9999945021158422,up,38.80559141251899,11,8,3,FALSE
ENSMUSG00000021944,Gata4,GATA4,0.10806173134442917,0.03404585099070083,0.9999945021158422,up,37.87661505984746,11,10,1,FALSE
ENSMUSG00000037253,Mex3c,MEX3C,-0.10804661761093481,0.02161679707377843,0.9999945021158422,down,63.199139424296256,11,2,9,FALSE
ENSMUSG00000057963,Itpk1,ITPK1,0.10797359255506425,0.015085270101575704,0.9999945021158422,up,32.36806409222885,11,8,3,FALSE
ENSMUSG00000053559,Smagp,SMAGP,0.10755167008968404,0.02057111094090295,0.9999945021158422,up,21.502184420321967,11,9,2,FALSE
ENSMUSG00000024661,Fth1,FTH1,0.10733628840706644,0.0346003766105066,0.9999945021158422,up,55.67460228877918,11,8,3,FALSE
ENSMUSG00000030282,Cmas,CMAS,-0.1067935203990881,0.004583189668923528,0.9999945021158422,down,39.83239098110453,11,3,8,FALSE
ENSMUSG00000074342,I830077J02Rik,C1orf162,0.10665948629740002,0.024053430808784044,0.9999945021158422,up,29.08611869625398,11,8,3,FALSE
ENSMUSG00000046994,Mars2,MARS2,-0.10664400498145638,0.03347929544847021,0.9999945021158422,down,48.1007690583184,11,3,8,FALSE
ENSMUSG00000027079,Clp1,CLP1,-0.10645321417850372,0.007555808265619089,0.9999945021158422,down,23.80553446689363,11,1,10,FALSE
ENSMUSG00000039067,Psmd7,PSMD7,0.10619905897198981,0.009413504233885565,0.9999945021158422,up,44.963330445844306,11,9,2,FALSE
ENSMUSG00000030530,Furin,FURIN,0.10614380619299614,0.03685326493844807,0.9999945021158422,up,50.84051825686843,11,9,2,FALSE
ENSMUSG00000038806,Sde2,SDE2,-0.10549229082643717,0.019773105623722267,0.9999945021158422,down,68.74924471342713,11,3,8,FALSE
ENSMUSG00000092558,Med20,MED20,-0.10531897335569357,0.021861117244585258,0.9999945021158422,down,54.769926644319284,11,3,8,FALSE
ENSMUSG00000000751,Rpa1,RPA1,-0.10511413057374648,0.028876710540910507,0.9999945021158422,down,57.9169548404736,11,2,9,FALSE
ENSMUSG00000055053,Nfic,NFIC,0.10510415788217647,0.008054893252188606,0.9999945021158422,up,0.04020948270655766,11,9,2,FALSE
ENSMUSG00000032594,Ip6k1,IP6K1,-0.10498444505284238,0.020298377660669414,0.9999945021158422,down,43.30662830835868,11,2,9,FALSE
ENSMUSG00000039943,Plcb4,PLCB4,0.10490525709593931,0.016132236483239696,0.9999945021158422,up,28.93420655181486,11,9,2,FALSE
ENSMUSG00000016239,Lonrf3,LONRF3,0.10472481229800047,0.045533371916683725,0.9999945021158422,up,22.49776757941706,11,8,3,FALSE
ENSMUSG00000051579,Tceal8,TCEAL8,0.10451437448900788,0.02074632523700061,0.9999945021158422,up,14.42169558144501,11,10,1,FALSE
ENSMUSG00000025255,Zfhx4,ZFHX4,0.10403398348711852,0.030973246272443484,0.9999945021158422,up,10.818237005246942,11,10,1,FALSE
ENSMUSG00000032026,Rexo2,REXO2,0.10375475847223463,0.015231004991591355,0.9999945021158422,up,41.14099690277497,11,8,3,FALSE
ENSMUSG00000033902,Mapkbp1,MAPKBP1,0.10365012563399771,0.03159825846513426,0.9999945021158422,up,50.95720811757846,11,9,2,FALSE
ENSMUSG00000064373,Selenop,SEPP1,0.10257476487762167,0.010773110410419172,0.9999945021158422,up,0.013832214305747138,11,10,1,FALSE
ENSMUSG00000028944,Prkag2,PRKAG2,0.10244404456143245,0.00955343175325126,0.9999945021158422,up,47.5975460785874,11,10,1,FALSE
ENSMUSG00000018417,Myo1b,MYO1B,0.10215707452407234,0.03470922591634337,0.9999945021158422,up,47.63346216315772,11,8,3,FALSE
ENSMUSG00000025584,Pde8a,PDE8A,0.10160997906117478,0.013965818327763047,0.9999945021158422,up,30.68617381442763,11,9,2,FALSE
ENSMUSG00000066042,Med18,MED18,-0.10153786249649455,0.01645655687762681,0.9999945021158422,down,38.32059610923541,11,1,10,FALSE
ENSMUSG00000006373,Pgrmc1,PGRMC1,0.10121478853153203,0.04179897068026586,0.9999945021158422,up,56.09921830309431,11,8,3,FALSE
ENSMUSG00000023274,Cd4,CD4,-0.10115394439164693,0.0236056738030571,0.9999945021158422,down,5.112481064464,11,0,11,FALSE
ENSMUSG00000026979,Psd4,PSD4,-0.10098678482377094,0.04531486399486758,0.9999945021158422,down,43.9633209395237,11,2,9,FALSE
ENSMUSG00000016487,Ppfibp1,PPFIBP1,0.10093733642792616,0.04473619322507079,0.9999945021158422,up,41.135805847095604,11,9,2,FALSE
ENSMUSG00000070639,Lrrc8b,LRRC8B,-0.10056801530521527,0.03923129209536964,0.9999945021158422,down,42.14298820757649,11,3,8,FALSE
ENSMUSG00000048163,Selplg,SELPLG,-0.10042009912113228,0.014752390591843951,0.9999945021158422,down,0.02760996898913975,11,2,9,FALSE
ENSMUSG00000021892,Sh3bp5,SH3BP5,0.1000011250603436,0.02085561940306294,0.9999945021158422,up,46.494527276399,11,8,3,FALSE
ENSMUSG00000041654,Slc39a11,SLC39A11,0.09982841041278297,0.0454786159548421,0.9999945021158422,up,43.53203335872839,11,8,3,FALSE
ENSMUSG00000035367,Rmi1,RMI1,-0.09952471715053945,0.02194376590072448,0.9999945021158422,down,66.49000844532469,11,1,10,FALSE
ENSMUSG00000015357,Clpx,CLPX,0.09943847637018347,0.004284012994094681,0.9999945021158422,up,0.024265723830299554,11,9,2,FALSE
ENSMUSG00000030888,Rrp8,RRP8,-0.09922534010021399,0.005779180354655837,0.9999945021158422,down,29.47817972080626,11,3,8,FALSE
ENSMUSG00000042202,Slc35e2,SLC35E2B,-0.09917283188468425,0.028479811540866578,0.9999945021158422,down,52.7051493298058,11,3,8,FALSE
ENSMUSG00000036368,Rmdn2,RMDN2,0.09889047721244815,0.019885164410239395,0.9999945021158422,up,32.93026727723449,11,8,3,FALSE
ENSMUSG00000039942,Ptger4,PTGER4,-0.09880032650853274,0.015707787087524107,0.9999945021158422,down,14.314408744190867,11,0,11,FALSE
ENSMUSG00000053799,Exoc6,EXOC6,0.09868722130634863,0.022133305567298377,0.9999945021158422,up,66.5808157208623,11,9,2,FALSE
ENSMUSG00000016619,Nup50,NUP50,-0.09858671030014785,0.022688746191583856,0.9999945021158422,down,52.25544912510614,11,3,8,FALSE
ENSMUSG00000097994,NA,NA,-0.09853753386437468,0.016959760870561464,0.9999945021158422,down,9.418516321161132,11,3,8,FALSE
ENSMUSG00000060429,Sntb1,SNTB1,0.09813317909881102,0.03244568433249278,0.9999945021158422,up,39.95149985300608,11,8,3,FALSE
ENSMUSG00000038697,Taf5l,TAF5L,-0.0979854088732547,0.0010364957662798197,0.9999945021158422,down,26.202342602779513,11,1,10,FALSE
ENSMUSG00000001017,Chtop,NA,-0.0978017208725484,0.047181139132370674,0.9999945021158422,down,80.61239642663631,11,3,8,FALSE
ENSMUSG00000024014,Pim1,PIM1,-0.09766679613449136,0.007896319747167523,0.9999945021158422,down,11.278140319719931,11,2,9,FALSE
ENSMUSG00000031788,Kifc3,KIFC3,0.09737943932564554,0.02001048145525243,0.9999945021158422,up,0.01927315484164719,11,8,3,FALSE
ENSMUSG00000001542,Ell2,ELL2,0.09696689887690121,0.030657207204410255,0.9999945021158422,up,36.14064003955289,11,10,1,FALSE
ENSMUSG00000018507,Trpv2,TRPV2,-0.09687130214869458,0.018021829855179,0.9999945021158422,down,14.170218084505589,11,2,9,FALSE
ENSMUSG00000049866,Arl4c,ARL4C,-0.09686894008061894,0.017634741331109604,0.9999945021158422,down,25.648648564815197,11,1,10,FALSE
ENSMUSG00000025200,Cwf19l1,CWF19L1,-0.09650582289641252,0.009376234898044962,0.9999945021158422,down,42.17224595879422,11,2,9,FALSE
ENSMUSG00000053684,Kics2,C12orf66,0.09616675732007034,0.03949388499438451,0.9999945021158422,up,38.50586253949418,11,9,2,FALSE
ENSMUSG00000121871,Slc2a4rg-ps,NA,-0.09615014710177891,0.04844332099670735,0.9999945021158422,down,15.864435653149876,11,2,9,FALSE
ENSMUSG00000021171,Esyt2,ESYT2,-0.09569623146408054,3.909134867127587e-4,0.9999945021158422,down,35.0152203487314,11,2,9,FALSE
ENSMUSG00000070315,4930581F22Rik,NA,-0.09552520510370627,0.0285995028035208,0.9999945021158422,down,35.016682085792844,11,3,8,FALSE
ENSMUSG00000048497,Mmgt2,NA,-0.09545237136823904,0.03882303198136493,0.9999945021158422,down,45.600554362570556,11,3,8,FALSE
ENSMUSG00000045822,Zswim3,ZSWIM3,-0.09487080918652713,0.007928584138570746,0.9999945021158422,down,0,11,0,11,FALSE
ENSMUSG00000035666,Gtf3c4,GTF3C4,-0.0945131293480613,0.02064756440366914,0.9999945021158422,down,56.115823066983964,11,3,8,FALSE
ENSMUSG00000029131,Dnajb6,DNAJB6,-0.09443547210070384,0.005477532590378892,0.9999945021158422,down,45.237266538182794,11,2,9,FALSE
ENSMUSG00000043090,Zfp866,NA,-0.0942298440442147,0.027473557750718424,0.9999945021158422,down,55.46396775407193,11,3,8,FALSE
ENSMUSG00000032601,Prkar2a,PRKAR2A,0.09397878294330567,0.003700640679078857,0.9999945021158422,up,1.464082182609302,11,10,1,FALSE
ENSMUSG00000026960,Arl6ip6,ARL6IP6,-0.09395496070763579,0.03229428958873061,0.9999945021158422,down,44.57762600815793,11,3,8,FALSE
ENSMUSG00000039828,Wdr70,WDR70,-0.09351901658490712,0.029446069608697063,0.9999945021158422,down,69.35913487547074,11,2,9,FALSE
ENSMUSG00000039159,Ube2h,UBE2H,-0.0933257088358711,0.017986068166138302,0.9999945021158422,down,33.79633616870463,11,1,10,FALSE
ENSMUSG00000014980,Tsen15,TSEN15,-0.09165476437476922,0.01110598981214052,0.9999945021158422,down,24.7817523413846,11,2,9,FALSE
ENSMUSG00000026558,Uck2,UCK2,-0.09137703085544625,0.024544790865377256,0.9999945021158422,down,30.81485450348306,11,3,8,FALSE
ENSMUSG00000022629,Kif21a,KIF21A,0.09130336425411427,0.04217122041822265,0.9999945021158422,up,27.643612239440337,11,8,3,FALSE
ENSMUSG00000041649,Klf8,KLF8,0.09128145681043075,0.030351408659913162,0.9999945021158422,up,0,9,8,1,FALSE
ENSMUSG00000095253,Zfp799,ZNF799,-0.09086038491989055,0.020975555595392898,0.9999945021158422,down,34.36092098748864,11,3,8,FALSE
ENSMUSG00000039384,Dusp10,DUSP10,-0.09084491627843289,0.02474712086873735,0.9999945021158422,down,15.497705132802283,11,2,9,FALSE
ENSMUSG00000047547,Cltb,CLTB,0.09064784085874315,0.037651732465417,0.9999945021158422,up,37.3627065349203,11,8,3,FALSE
ENSMUSG00000070738,Dgkd,DGKD,-0.09033928854882055,7.772430615645379e-4,0.9999945021158422,down,0.0016600041999922,11,2,9,FALSE
ENSMUSG00000021552,Gkap1,GKAP1,0.08925991460277556,0.030639666387931835,0.9999945021158422,up,27.038303075840187,11,9,2,FALSE
ENSMUSG00000025227,Mfsd13a,TMEM180,0.08901196673368593,0.043342123328584406,0.9999945021158422,up,1.9745487868306248,11,10,1,FALSE
ENSMUSG00000032290,Ptpn9,PTPN9,0.08895017473541318,0.02056772478966394,0.9999945021158422,up,16.006412908748686,11,9,2,FALSE
ENSMUSG00000057156,Homez,HOMEZ,0.08851890872028846,0.047349384997521185,0.9999945021158422,up,47.54475624595418,11,8,3,FALSE
