rank,compound,n_reversing_sigs,median_z_sum,best_z_sum,best_p,method
180,Ursodeoxycholic,1,-0.031161477728892915,-0.031161477728892915,0.9307617388187662,local_gmt_fallback
181,Ethanol,2,-0.016013733956941178,-0.029739885917328148,0.9338134267068803,local_gmt_fallback
182,Imiquimod,2,-0.019335896900089588,-0.0296701109639242,0.9339634678090978,local_gmt_fallback
183,Dexamethasone,2,-0.026816064184434336,-0.029372374273697217,0.93460397913092,local_gmt_fallback
184,Diclofenac,2,-0.016527000228090512,-0.028936851617780358,0.9355416962527983,local_gmt_fallback
185,Alfacalcidol,2,-0.018768348651480908,-0.027800667912504042,0.9379924270550242,local_gmt_fallback
186,Clozapine,2,-0.018312230362424006,-0.026889382113404685,0.9399626952459608,local_gmt_fallback
187,Celecoxib,2,-0.017483403653014033,-0.024764049839861545,0.944573919497518,local_gmt_fallback
188,Testosterone,1,-0.023442654632264626,-0.023442654632264626,0.947452280297031,local_gmt_fallback
189,Hydrocortisone,1,-0.02237356106706916,-0.02237356106706916,0.9497874766626726,local_gmt_fallback
190,Vx,1,-0.02229464589454001,-0.02229464589454001,0.9499600771812239,local_gmt_fallback
191,Streptozocin,1,-0.020760487200056032,-0.020760487200056032,0.9533217747002544,local_gmt_fallback
192,Fenretinide,2,-0.009753631837944896,-0.019465815325135347,0.9561679550234152,local_gmt_fallback
193,Phenytoin,2,-0.013603686148970607,-0.019465815325135347,0.9561679550234152,local_gmt_fallback
194,Gamma,2,-0.01108016739971639,-0.01927045416412847,0.9565981702578233,local_gmt_fallback
195,Hydrogen,2,-0.018219288729359136,-0.019199512546849255,0.9567544424810812,local_gmt_fallback
196,Sangivamycin,2,-0.01778837253561079,-0.019086512909348027,0.9570034140336134,local_gmt_fallback
197,Decitabine,2,-0.00925320022831476,-0.018119043218150433,0.9591376889920179,local_gmt_fallback
198,Palmitic,2,-0.009988289526450067,-0.017761104433237685,0.9599285212696631,local_gmt_fallback
199,Curcumin,1,-0.017656897080517892,-0.017656897080517892,0.9601588801994622,local_gmt_fallback
200,Permethrin,2,-0.010986013792047507,-0.017482733495146792,0.9605440065487996,local_gmt_fallback
201,R1881,2,-0.01597167046901349,-0.01689022760419503,0.9618553664947341,local_gmt_fallback
202,Bpde,2,-0.008272148936140816,-0.015916238059843595,0.9640149342865066,local_gmt_fallback
203,Cyclophosphamide,2,-0.008277951782981198,-0.015916238059843595,0.9640149342865066,local_gmt_fallback
204,"1,25",2,-0.010319201532988664,-0.01561981759633081,0.9646731312150608,local_gmt_fallback
205,Corticosterone,2,-0.010281726988520382,-0.015043062470796753,0.9659550949605072,local_gmt_fallback
206,Capsaicin,2,-0.007041540038253698,-0.013504994529086475,0.9693821210235879,local_gmt_fallback
207,Deltamethrin,2,-0.007458185949725189,-0.013489499096037178,0.9694167087615303,local_gmt_fallback
208,Acrylamide,2,-0.012150218591749288,-0.013483003076554308,0.9694312090538124,local_gmt_fallback
209,Cyfluthrin,1,-0.013058914165036387,-0.013058914165036387,0.9703783217634893,local_gmt_fallback
210,Medroxyprogesterone,2,-0.006800233114996459,-0.012694876549243658,0.9711920606445628,local_gmt_fallback
211,Doxorubicin,2,-0.00660868714156617,-0.012495445279293426,0.97163814170694,local_gmt_fallback
212,Harman,2,-0.008980961398636113,-0.011925459635637944,0.9729141960928125,local_gmt_fallback
213,Dasatinib,2,-0.00855955464388171,-0.011741161807468748,0.9733271509689623,local_gmt_fallback
214,Olanzapine,1,-0.011704596023422869,-0.011704596023422869,0.9734091045056017,local_gmt_fallback
215,Caerulein,1,-0.01125286805613432,-0.01125286805613432,0.974422115025831,local_gmt_fallback
216,Monuron,2,-0.008379053626924243,-0.010363466358582265,0.9764197013284567,local_gmt_fallback
217,Azathioprine,2,-0.00867877089424743,-0.010044480364190287,0.977137137617454,local_gmt_fallback
218,Luteolin,2,-0.0069907269679707704,-0.009879753809325528,0.9775078330114229,local_gmt_fallback
219,Trichostatin,1,-0.00959092970291343,-0.00959092970291343,0.9781581330702682,local_gmt_fallback
220,Androstanolone,2,-0.0070838256258473785,-0.009525345096543016,0.9783058599306841,local_gmt_fallback
221,Estradiol,2,-0.008395525965485118,-0.008852111319232747,0.9798235842780196,local_gmt_fallback
222,Methamphetamine,1,-0.008851213874572264,-0.008851213874572264,0.9798256090294017,local_gmt_fallback
223,Chlorpyrifos,1,-0.008198752467606974,-0.008198752467606974,0.9812987542960109,local_gmt_fallback
224,Genistein,1,-0.007377564586320216,-0.007377564586320216,0.9831560032674207,local_gmt_fallback
225,Metoprolol,1,-0.0069462310220864895,-0.0069462310220864895,0.9841329414027054,local_gmt_fallback
226,Cycloheximide,2,-0.004267492484246465,-0.006781504586805093,0.9845062905156391,local_gmt_fallback
227,Fluoxetine,2,-0.004042550275535899,-0.006518585326305855,0.9851024851353376,local_gmt_fallback
228,Heroin,2,-0.003016876909196706,-0.0033084959776185463,0.992410850609803,local_gmt_fallback
229,"2,2',4,4',5,5'",2,-0.0030687339442710742,-0.0031324698509325555,0.9928131712757957,local_gmt_fallback
230,Plx4032,1,-0.002196576622811814,-0.002196576622811814,0.9949549645692791,local_gmt_fallback
231,Natural,2,-0.0013018933014117735,-0.001985841451937092,0.9954378693530289,local_gmt_fallback
232,Fasudil,1,-0.001510142533286097,-0.001510142533286097,0.9965288068834609,local_gmt_fallback
233,Actinomycin,2,-0.00118233263324121,-0.0012574028269503432,0.9971089102671647,local_gmt_fallback
234,Plx4720,1,-0.00048388327134646483,-0.00048388327134646483,0.9988864380634063,local_gmt_fallback
235,Cholestyramine,1,-9.808601150208869e-05,-9.808601150208869e-05,0.9997741741145888,local_gmt_fallback
